Question,Equation,Answer,comment,Question2,Numbers,Names,Equation2
"name0는 number0 마리의 금붕어를 갖고 있습니다. number1마리의 금붕어를 추가로 구입했을 때, name1가 갖고 있는 금붕어는 총 몇마리 입니까?",number1 - number0,68,0,"name0는 number0 마리의 금붕어를 갖고 있습니다. number1마리의 금붕어를 추가로 구입했을 때, name1가 갖고 있는 금붕어는 총 몇마리 입니까?",212.0 280.0 ,은지 ,number1 - number0
"상자에 바나나가 number0개 있습니다. 원숭이가 number1개의 바나나를 더 추가 했을 때, 총 바나나의 개수는 몇 개입니까?",number0 + number1,9,0,"상자에 바나나가 number0개 있습니다. 원숭이가 number1개의 바나나를 더 추가 했을 때, 총 바나나의 개수는 몇 개입니까?",2.0 7 ,,number0 + number1
name0이는 오전에 number0마일을 하이킹 했습니다. 오후에 number1마일을 더 하이킹 했으면 총 몇마일을 하이킹 했습니까?,number0 + number1,9.8,0,name0이는 오전에 number0마일을 하이킹 했습니다. 오후에 number1마일을 더 하이킹 했으면 총 몇마일을 하이킹 했습니까?,8.2 1.6 ,남준 ,number0 + number1
"name0이는 number0개의 카드를 갖고 있습니다. number1개의 카드를 name1이에게 주엇을 때, name2이는 몇 개의 카드를 갖고 있습니까?",number0 - number1,74,0,"name0이는 number0개의 카드를 갖고 있습니다. number1개의 카드를 name1이에게 주엇을 때, name2이는 몇 개의 카드를 갖고 있습니까?",91.0 17.0 ,민영 석진 ,number0 - number1
"name0구팀에서 가장 키가 큰 선수는 number0cm입니다. 가장 키가 작은 선수는 number1cm더 작을 때, 가장 키가 작은 선수는 몇 cm 입니까?",number0 - number1,68.25,0,"name0구팀에서 가장 키가 큰 선수는 number0cm입니다. 가장 키가 작은 선수는 number1cm더 작을 때, 가장 키가 작은 선수는 몇 cm 입니까?",77.75 9.5 ,배 배 ,number0 - number1
"장미는 한 송이당 number0원 입니다. 총 number1송이의 장미가 있을 때, 총 얼마입니까?",number1 * number0,2448,0,"장미는 한 송이당 number0원 입니다. 총 number1송이의 장미가 있을 때, 총 얼마입니까?",18.0 136.0 ,,number1 * number0
name0이의 바구니에는 number0개의 name1추가 있습니다. 그는 number1개의 딸기를 더 구매했을 때 name2이가 갖고있는 name3추는 몇 개입니까?,number0 + number1,63,0,name0이의 바구니에는 number0개의 name1추가 있습니다. 그는 number1개의 딸기를 더 구매했을 때 name2이가 갖고있는 name3추는 몇 개입니까?,28.0 35.0 ,태형 배 배추 배 ,number0 + number1
"name0는 number0권의 책을 갖고 있습니다. number1권을 학교에 두고 왔을때, 몇 권의 책을 갖고 있습니까?",number0 - number1,208,0,"name0는 number0권의 책을 갖고 있습니다. number1권을 학교에 두고 왔을때, 몇 권의 책을 갖고 있습니까?",344.0 136.0 ,윤기 ,number0 - number1
name0이는 number0개의 색종이과 number1개의 곰인형을 갖고 있습니다. name1이의 아빠가 name2이에게 number2개의 곰인형과 number3개의 색종이를 주었습니다. name3이가 가진 총 곰인형의 개수는 몇 개 입니까?,number1 + number2,63,0,name0이는 number0개의 색종이과 number1개의 곰인형을 갖고 있습니다. name1이의 아빠가 name2이에게 number2개의 곰인형과 number3개의 색종이를 주었습니다. name3이가 가진 총 곰인형의 개수는 몇 개 입니까?,49.0 24.0 39.0 100 ,민영 지민 ,number1 + number2
name0이는 number0개의 자두를 골랐고 나name1에서 number1개의 자두를 더 땄습니다. name2이가 가진 자두는 총 몇 개 입니까?,number0 + number1,16,0,name0이는 number0개의 자두를 골랐고 나name1에서 number1개의 자두를 더 땄습니다. name2이가 가진 자두는 총 몇 개 입니까?,7.0 9.0 ,유정 무 ,number0 + number1
초콜릿은 number0개당 number1칼로리입니다. number2개의 초콜릿은 몇 칼로리입니까?,number1 * number2,24,0,초콜릿은 number0개당 number1칼로리입니다. number2개의 초콜릿은 몇 칼로리입니까?,1 8.0 3 ,,number1 * number2
"name0이는 number0개의 입장권을 갖고 있습니다. number1개의 입장권은 number2명이 입장 할 수 있을때, 총 몇 명이 입장 할 수 있습니까?",number0 * number2,45,0,"name0이는 number0개의 입장권을 갖고 있습니다. number1개의 입장권은 number2명이 입장 할 수 있을때, 총 몇 명이 입장 할 수 있습니까?",9.0 1 5.0 ,석진 ,number0 * number2
name0는 number0마리의 앵name1새를 갖고 있습니다. name2에게 number1마리를 주었다면 name3는 총 몇마리의 앵name4새를 갖고 있습니까?,number0 - number1,6,0,name0는 number0마리의 앵name1새를 갖고 있습니다. name2에게 number1마리를 주었다면 name3는 총 몇마리의 앵name4새를 갖고 있습니까?,8.0 2.0 ,유나 은지 무 ,number0 - number1
name0이는 냉장고에 number0개의 name1를 갖고 있습니다. 그의 아빠랑 number1개의 name2를 추가로 넣고 동생이 number2개를 먹었다면 냉장고에 몇 개의 name3가 남아 있습니까?,number0 + number1 - number2,51,0,name0이는 냉장고에 number0개의 name1를 갖고 있습니다. 그의 아빠랑 number1개의 name2를 추가로 넣고 동생이 number2개를 먹었다면 냉장고에 몇 개의 name3가 남아 있습니까?,14.0 45.0 8.0 ,석진 사과 ,number0 + number1 - number2
각 병에는 number0리터의 name0가 있습니다. 병 number1개에는 총 몇 리터의 name1가 있습니까?,number0 * number1,264,0,각 병에는 number0리터의 name0가 있습니다. 병 number1개에는 총 몇 리터의 name1가 있습니까?,8.0 33.0 ,주스 ,number0 * number1
"name0이는 number0상자의 나name1토막을 갖고 있습니다. 각 상자에는 number1개의 나name2토막이 있을 때, 얼마나 많은 나name3토막을 갖고 있습니까?",number0 * number1,56,0,"name0이는 number0상자의 나name1토막을 갖고 있습니다. 각 상자에는 number1개의 나name2토막이 있을 때, 얼마나 많은 나name3토막을 갖고 있습니까?",8.0 7.0 ,지민 무 ,number0 * number1
name0이는 시간당 number0마일을 number1시간 동안 경우 name1이가 간 길이는 총 몇 마일입니까?,number1 * number0,6,0,name0이는 시간당 number0마일을 number1시간 동안 경우 name1이가 간 길이는 총 몇 마일입니까?,2.0 3.0 ,태형 ,number1 * number0
name0이는 빨간name1 초록name2 총 number0개를 갖고 있습니다. 빨간name3가 number1개name4 총 몇개의 초록name5를 갖고 있습니까?,number0 - number1,5703,0,name0이는 빨간name1 초록name2 총 number0개를 갖고 있습니다. 빨간name3가 number1개name4 총 몇개의 초록name5를 갖고 있습니까?,9570.0 3867.0 ,지민 사과 라면 ,number0 - number1
"문구점에서 name0이는 number0개의 샤프심을 샀습니다. 다른 문구점에서 number1개의 샤프심을 샀고, 샤프심은 number2개당 number3원 입니다. 총 얼마를 지불 했습니까?",number3 * ( number0 + number1 ),50,0,"문구점에서 name0이는 number0개의 샤프심을 샀습니다. 다른 문구점에서 number1개의 샤프심을 샀고, 샤프심은 number2개당 number3원 입니다. 총 얼마를 지불 했습니까?",7.0 3.0 1 5.0 ,민영 ,number3 * ( number0 + number1 )
name0이는 해변에서 number0개의 조개를 발견했습니다. name1이가 name2이에게 number1개의 조개를 주었다면 name3이는 몇개의 조개를 갖고 있습니까?,number0 - number1,16,0,name0이는 해변에서 number0개의 조개를 발견했습니다. name1이가 name2이에게 number1개의 조개를 주었다면 name3이는 몇개의 조개를 갖고 있습니까?,79.0 63.0 ,태형 남준 ,number0 - number1
"name0는 number0마리의 물고기를 키웁니다. name1에게 number1마리를 주었다면, 총 몇 마리의 물고기가 있습니까?",number0 - number1,15,0,"name0는 number0마리의 물고기를 키웁니다. name1에게 number1마리를 주었다면, 총 몇 마리의 물고기가 있습니까?",50.0 35.0 ,윤기 은지 ,number0 - number1
"name0는 number0개의 비디오 게임을 갖고 있습니다. name1가 name2이에게 number1개를 주고, 비디오 게임 number2개당 number3분의 시간이 걸릴때, name3는 총 몇 분동안 게임을 할 수 있습니까?",number3 * ( number0 - number1 ),30,0,"name0는 number0개의 비디오 게임을 갖고 있습니다. name1가 name2이에게 number1개를 주고, 비디오 게임 number2개당 number3분의 시간이 걸릴때, name3는 총 몇 분동안 게임을 할 수 있습니까?",15.0 9.0 1 5 ,정국 윤기 ,number3 * ( number0 - number1 )
"name0이는 number0개의 name1를 가지고 있습니다. 그가 친구들에게 number1개씩 나눠 줄 때, 총 몇 명의 친구들에게 나눠 줄 수 있습니까?",number0 / number1,7,0,"name0이는 number0개의 name1를 가지고 있습니다. 그가 친구들에게 number1개씩 나눠 줄 때, 총 몇 명의 친구들에게 나눠 줄 수 있습니까?",21.0 3.0 ,태형 토마토 ,number0 / number1
name0이는 number0개의 튤립과 number1개의 카네이션을 구매했습니다. 각각 number2원 씩 주고 샀다면 총 얼마를 지불 했습니까?,number2 * ( number0 + number1 ),40,0,name0이는 number0개의 튤립과 number1개의 카네이션을 구매했습니다. 각각 number2원 씩 주고 샀다면 총 얼마를 지불 했습니까?,7.0 3.0 4.0 ,유정 ,number2 * ( number0 + number1 )
name0이는 밴드에 가입했습니다. 그녀는 number0원의 트럼펫과 number1원의 악보를 샀습니다. name1이가 지불한 금액은 얼마입니까?,number0 + number1,151,0,name0이는 밴드에 가입했습니다. 그녀는 number0원의 트럼펫과 number1원의 악보를 샀습니다. name1이가 지불한 금액은 얼마입니까?,145.16 5.84 ,지민 ,number0 + number1
"name0이는 number0개의 꽃다발을 구매했습니다. number1개의 꽃다발 당 number2송이의 꽃이 들어있다면, 총 몇 송이의 꽃이 있습니까?",number2 * number0,2916,0,"name0이는 number0개의 꽃다발을 구매했습니다. number1개의 꽃다발 당 number2송이의 꽃이 들어있다면, 총 몇 송이의 꽃이 있습니까?",9.0 1 324.0 ,민영 ,number2 * number0
name0가 시간당 number0킬로미터를 달리는데 총 number1킬로 미터를 달렸습니다. name1는 총 몇 시간이 걸렸습니까?,number1 / number0,5,0,name0가 시간당 number0킬로미터를 달리는데 총 number1킬로 미터를 달렸습니다. name1는 총 몇 시간이 걸렸습니까?,5.0 25.0 ,은지 ,number1 / number0
"name0이는 number0개의 국화를 갖고 있습니다. 그는 number1송이를 잃어버렸을 때, 현재 갖고있는 국화는 몇 송이 입니까?",number0 - number1,6,0,"name0이는 number0개의 국화를 갖고 있습니다. 그는 number1송이를 잃어버렸을 때, 현재 갖고있는 국화는 몇 송이 입니까?",25.0 19.0 ,남준 ,number0 - number1
학교 토론 팀은 number0명의 name0과 number1명의 name1으로 구성되어있습니다. 각 그룹당 number2명이 시합 할 때 총 몇 개의 그룹을 만들 수 있습니까?,( number0 + number1 ) / number2,5,0,학교 토론 팀은 number0명의 name0과 number1명의 name1으로 구성되어있습니다. 각 그룹당 number2명이 시합 할 때 총 몇 개의 그룹을 만들 수 있습니까?,5.0 40.0 9.0 ,남학생 여학생 ,( number0 + number1 ) / number2
"name0이는 number0장의 색종이를 샀습니다. number1장의 색종이를 사용 했을때, 남은 색종이는 몇 장입니까?",number0 - number1,744,0,"name0이는 number0장의 색종이를 샀습니다. number1장의 색종이를 사용 했을때, 남은 색종이는 몇 장입니까?",900.0 156.0 ,석진 ,number0 - number1
"name0는 number0마리의 개구리와 number1마리의 달팽이가 있습니다. name1가 개구리 number2마리를 팔았을 때, 남은 애완동물은 몇 마리입니까?",number0 + number1 - number2,28,0,"name0는 number0마리의 개구리와 number1마리의 달팽이가 있습니다. name1가 개구리 number2마리를 팔았을 때, 남은 애완동물은 몇 마리입니까?",36.0 18.0 26.0 ,윤기 ,number0 + number1 - number2
name0이는 number0개의 name1 구슬을 갖고 있습니다. name2이는 number1개의 name3 구슬을 갖고 있습니다. number2명이 갖고있는 구슬은 총 몇개 입니까?,number0 + number1,12,0,name0이는 number0개의 name1 구슬을 갖고 있습니다. name2이는 number1개의 name3 구슬을 갖고 있습니다. number2명이 갖고있는 구슬은 총 몇개 입니까?,9.0 3.0 2 ,태형 남준 보라색 초록색 ,number0 + number1
꿀벌은 number0의 꿀을 생산했지만 name0이가 number1의 꿀을 먹었습니다. 얼마나 많은 꿀이 남아 있습니까?,number0 - number1,0.31,0,꿀벌은 number0의 꿀을 생산했지만 name0이가 number1의 꿀을 먹었습니다. 얼마나 많은 꿀이 남아 있습니까?,0.36 0.05 ,민영 ,number0 - number1
name0이는 백합 number0송이를 갖고 있습니다. 그는 number1송이를 팔았습니다. name1이는 몇 송이의 백합을 갖고 있습니까?,number0 - number1,47,0,name0이는 백합 number0송이를 갖고 있습니다. 그는 number1송이를 팔았습니다. name1이는 몇 송이의 백합을 갖고 있습니까?,81.0 34.0 ,호석 ,number0 - number1
name0이는 number0개의 복숭아를 골랐고 name1이는 number1개의 복숭아를 골랐습니다. 두 사람은 얼마나 많은 복숭아를 골랐습니까?,number0 + number1,56,0,name0이는 number0개의 복숭아를 골랐고 name1이는 number1개의 복숭아를 골랐습니다. 두 사람은 얼마나 많은 복숭아를 골랐습니까?,45.0 11.0 ,민영 유정 ,number0 + number1
필통에는 number0개의 name0과 number1개의 색연필이 있습니다. name1는 필통에서 number2개의 name2을 사용했습니다. 몇 개의 name3이 남아 있습니까?,number0 - number2,5,0,필통에는 number0개의 name0과 number1개의 색연필이 있습니다. name1는 필통에서 number2개의 name2을 사용했습니다. 몇 개의 name3이 남아 있습니까?,9.0 4.0 4.0 ,은지 볼펜 ,number0 - number2
name0는 number0개의 카드가 있습니다. name1는 name2에게 number1개의 카드를 구입했습니다. name3는 몇 개의 카드가 있습니까?,number0 - number1,2,0,name0는 number0개의 카드가 있습니다. name1는 name2에게 number1개의 카드를 구입했습니다. name3는 몇 개의 카드가 있습니까?,5.0 3.0 ,유나 은지 ,number0 - number1
name0이는 헤드number0을 number1원에 샀습니다. name1이는 number2원에 샀습니다. number3명이 구입한 총 금액은 얼마입니까?,number1 + number2,7790,0,name0이는 헤드number0을 number1원에 샀습니다. name1이는 number2원에 샀습니다. number3명이 구입한 총 금액은 얼마입니까?,3 1346.0 6444.0 2 ,정국 지민 ,number1 + number2
주차장 number0개당 number1명이 방문했습니다. 총 number2개의 주차장이 있을 때 총 몇 명이 방문 했습니까?,number1 * number2,3750,0,주차장 number0개당 number1명이 방문했습니다. 총 number2개의 주차장이 있을 때 총 몇 명이 방문 했습니까?,1 1250.0 3 ,,number1 * number2
name0이는 number0개의 공책을 갖고 있습니다. name1는 number1개의 공책을 갖고 있습니다. 총 공책의 개수는 얼마입니까?,number0 + number1,71,0,name0이는 number0개의 공책을 갖고 있습니다. name1는 number1개의 공책을 갖고 있습니다. 총 공책의 개수는 얼마입니까?,41.0 30.0 ,유나 정국 ,number0 + number1
name0이는 number0개의 name1을 갖고 있습니다. name2이가 number1개의 name3을 주었다면 name4이가 갖고 있는 name5은 몇 개입니까?,number0 + number1,70,0,name0이는 number0개의 name1을 갖고 있습니다. name2이가 number1개의 name3을 주었다면 name4이가 갖고 있는 name5은 몇 개입니까?,8.0 62.0 ,민영 호석 라면 ,number0 + number1
"name0이는 number0개의 카드를 갖고 있습니다. 추가로 number1개의 카드를 구매하고 number2개당 number3개의 카드가 들어가는 지갑을 살 때, 몇 개의 지갑을 사야 합니까?",( number0 + number1 ) / number3,9,0,"name0이는 number0개의 카드를 갖고 있습니다. 추가로 number1개의 카드를 구매하고 number2개당 number3개의 카드가 들어가는 지갑을 살 때, 몇 개의 지갑을 사야 합니까?",3 42.0 1 5.0 ,호석 ,( number0 + number1 ) / number3
"name0이는 number0개의 name1를 갖고 있습니다. 한 사람 당 number1개의 name2를 나누어 주려고 할 때, 총 몇 명에게 나누어 줄 수 있습니까?",number0 / number1,5,0,"name0이는 number0개의 name1를 갖고 있습니다. 한 사람 당 number1개의 name2를 나누어 주려고 할 때, 총 몇 명에게 나누어 줄 수 있습니까?",100.0 20.0 ,민영 사과 ,number0 / number1
name0는 하루에 피자를 number0조각 먹을 수 있습니다. number1일동안 몇 조각의 피자를 먹을 수 있습니까?,number0 * number1,20,0,name0는 하루에 피자를 number0조각 먹을 수 있습니다. number1일동안 몇 조각의 피자를 먹을 수 있습니까?,5 4 ,은지 ,number0 * number1
"월요일에 number0인치의 천을 샀습니다. name0에 number1인치의 천을 샀을때, 총 천의 길이는 얼마입니까?",number1 + number0,0.6,0,"월요일에 number0인치의 천을 샀습니다. name0에 number1인치의 천을 샀을때, 총 천의 길이는 얼마입니까?",0.4 0.2 ,화요일 ,number1 + number0
"name0이는 number0개의 화분을 샀습니다. 그녀가 number1개의 화분을 팔고, 나중에 number2개의 화분을 샀을 때, 가진 화분은 총 몇 개 입니까?",number0 + number2 - number1,40,0,"name0이는 number0개의 화분을 샀습니다. 그녀가 number1개의 화분을 팔고, 나중에 number2개의 화분을 샀을 때, 가진 화분은 총 몇 개 입니까?",37.0 16.0 19.0 ,유정 ,number0 + number2 - number1
현재 number0그루의 짧은 나name0와 number1그루의 큰 나name1가 있습니다. name2가 number2개의 짧은 나name3를 베었다면 총 몇 그루의 짧은 나name4가 남아있습니까?,number0 + number2,57,0,현재 number0그루의 짧은 나name0와 number1그루의 큰 나name1가 있습니다. name2가 number2개의 짧은 나name3를 베었다면 총 몇 그루의 짧은 나name4가 남아있습니까?,37.0 30.0 20.0 ,은지 무 ,number0 + number2
name0이는 하루에 number0km를 주행했습니다. number1일동안 총 몇 km를 주행했습니까?,number1 * number0,1250,0,name0이는 하루에 number0km를 주행했습니다. number1일동안 총 몇 km를 주행했습니까?,250.0 5 ,호석 ,number1 * number0
"name0이는 number0원에 넥타이를 사고, number1원에 바지를 사고, number2원에 구두를 샀습니다. 지불한 총 비용은 얼마입니까?",number0 + number1 + number2,33.56,0,"name0이는 number0원에 넥타이를 사고, number1원에 바지를 사고, number2원에 구두를 샀습니다. 지불한 총 비용은 얼마입니까?",13.99 12.14 7.43 ,민영 ,number0 + number1 + number2
name0는 핸드폰에 number0개의 노래를 저장했습니다. 오래된 number1개의 노래를 삭제하고 number2개의 새로운 노래를 다운받았습니다. name1의 핸드폰에는 몇 곡의 노래가 있습니까?,number0 + number2 - number1,28,0,name0는 핸드폰에 number0개의 노래를 저장했습니다. 오래된 number1개의 노래를 삭제하고 number2개의 새로운 노래를 다운받았습니다. name1의 핸드폰에는 몇 곡의 노래가 있습니까?,11.0 7.0 24.0 ,은지 ,number0 + number2 - number1
"name0이는 number0개의 구슬을 갖고 있습니다. 목걸이 number1개당 number2개의 구슬이 필요할 때, 총 몇개의 목걸이를 만들 수 있습니까?",number0 / number2,11,0,"name0이는 number0개의 구슬을 갖고 있습니다. 목걸이 number1개당 number2개의 구슬이 필요할 때, 총 몇개의 목걸이를 만들 수 있습니까?",88.0 1 8.0 ,태형 ,number0 / number2
"공원에는 number0송이의 튤립이 있습니다. name0이가 number1송이의 튤립을 꺾어 갔을 때, 공원에는 몇 송이의 튤립이 있습니까?",number0 - number1,7,0,"공원에는 number0송이의 튤립이 있습니다. name0이가 number1송이의 튤립을 꺾어 갔을 때, 공원에는 몇 송이의 튤립이 있습니까?",9.0 2.0 ,유정 ,number0 - number1
"name0이는 number0개의 샤프를 갖고 있습니다. name1이가 number1개의 샤프를 name2이에게 주었을 때, name3이는 몇 개의 샤프를 갖고 있습니까?",number0 + number1,326,0,"name0이는 number0개의 샤프를 갖고 있습니다. name1이가 number1개의 샤프를 name2이에게 주었을 때, name3이는 몇 개의 샤프를 갖고 있습니까?",217.0 109.0 ,유정 남준 ,number0 + number1
"name0이는 은행에서 number0,number1원을 뽑았습니다. 그녀가 길에서 number2,number3원을 주웠을 때, 총 얼마를 갖고 있습니까?",7000 + 5000,12,0,"name0이는 은행에서 number0,number1원을 뽑았습니다. 그녀가 길에서 number2,number3원을 주웠을 때, 총 얼마를 갖고 있습니까?",7 000 5 000 ,민영 ,7000 + 5000
"name0가 number0송이의 카네이션을 갖고 있습니다. 한 사람 당 number1송이의 카네이션을 나누어 주려고 할 때, 총 몇 명에게 나누어 줄 수 있습니까?",number0 / number1,2,0,"name0가 number0송이의 카네이션을 갖고 있습니다. 한 사람 당 number1송이의 카네이션을 나누어 주려고 할 때, 총 몇 명에게 나누어 줄 수 있습니까?",24.0 12.0 ,윤기 ,number0 / number1
name0이는 number0가 쓰인 카드를 갖고 있습니다. name1이는 number1가 쓰인 카드를 갖고 있습니다. 카드의 숫자 총합은 얼마입니까?,number1 + number0,3.5,0,name0이는 number0가 쓰인 카드를 갖고 있습니다. name1이는 number1가 쓰인 카드를 갖고 있습니다. 카드의 숫자 총합은 얼마입니까?,0.25 3.25 ,민영 정국 ,number1 + number0
name0는 number0개의 name1을 갖고 있습니다. 점심 때 number1개를 먹고 친구들에게 number2개씩 나누어 주었습니다. 총 몇 명에게 나누어 줄 수 있습니까?,( number0 - number1 ) / number2,9,0,name0는 number0개의 name1을 갖고 있습니다. 점심 때 number1개를 먹고 친구들에게 number2개씩 나누어 주었습니다. 총 몇 명에게 나누어 줄 수 있습니까?,96.0 42.0 6.0 ,윤기 김밥 ,( number0 - number1 ) / number2
"name0는 number0개의 조개와 number1개의 불가사리를 발견했습니다. 그는 number2개의 조개를 버렸을 때, 얼마나 많은 조개를 갖고 있습니까?",number0 - number2,18,0,"name0는 number0개의 조개와 number1개의 불가사리를 발견했습니다. 그는 number2개의 조개를 버렸을 때, 얼마나 많은 조개를 갖고 있습니까?",35.0 25.0 17.0 ,윤기 ,number0 - number2
"name0이는 number0개의 햄버거를 갖고 있습니다. 그가 한 사람당 number1개를 주었을 때, 총 몇 명에게 줄 수 있습니까?",number0 / number1,6,0,"name0이는 number0개의 햄버거를 갖고 있습니다. 그가 한 사람당 number1개를 주었을 때, 총 몇 명에게 줄 수 있습니까?",30.0 5.0 ,석진 ,number0 / number1
상자에는 number0개의 지우개가 있습니다. name0이는 number1개의 지우개를 사용했습니다. 상자에는 몇 개의 지우개가 있습니까?,number0 - number1,75,0,상자에는 number0개의 지우개가 있습니다. name0이는 number1개의 지우개를 사용했습니다. 상자에는 몇 개의 지우개가 있습니까?,79.0 4.0 ,정국 ,number0 - number1
"애완 동물 가게에는 number0개의 상자가 있습니다. 각 상자에 거북이 number1마리, 고양이 number2마리가 있다면 총 몇 마리의 동물이 있습니까?",number0 * ( number1 + number2 ),54,0,"애완 동물 가게에는 number0개의 상자가 있습니다. 각 상자에 거북이 number1마리, 고양이 number2마리가 있다면 총 몇 마리의 동물이 있습니까?",6.0 2.0 7.0 ,,number0 * ( number1 + number2 )
name0는 number0개의 참외와 number1개의 name1를 키웠습니다. name2이가 number2개의 참외를 구매했을 때 몇 개의 참외가 있습니까?,number0 + number2,48,0,name0는 number0개의 참외와 number1개의 name1를 키웠습니다. name2이가 number2개의 참외를 구매했을 때 몇 개의 참외가 있습니까?,37.0 30.0 11.0 ,윤기 석진 무 ,number0 + number2
"name0은 number0개에 number1원 입니다. 통에 number2개의 name1이 있고, name2이가 number3개를 먹었다면 총 얼마의 name3이 있습니까?",number1 * ( number2 - number3 ),16,0,"name0은 number0개에 number1원 입니다. 통에 number2개의 name1이 있고, name2이가 number3개를 먹었다면 총 얼마의 name3이 있습니까?",1 4.0 11.0 7.0 ,호석 사탕 ,number1 * ( number2 - number3 )
"name0이는 텃밭에서 number0개의 대파를 키웠습니다. 벌레가 number1개를 먹었을 때, name1이는 몇 개의 대파를 갖고 있습니까?",number0 - number1,5,0,"name0이는 텃밭에서 number0개의 대파를 키웠습니다. 벌레가 number1개를 먹었을 때, name1이는 몇 개의 대파를 갖고 있습니까?",8.0 3.0 ,유정 ,number0 - number1
각 상자에는 number0개의 고구마가 있습니다. number1개의 상자에는 총 몇 개의 고구마가 있습니까?,number0 * number1,12,0,각 상자에는 number0개의 고구마가 있습니다. number1개의 상자에는 총 몇 개의 고구마가 있습니까?,4.0 3 ,,number0 * number1
"봉투 number0개에는 number1개의 껌이 있습니다. name0이가 number2개의 봉투를 갖고 있을때, 총 몇 개의 껌이 있습니까?",number1 * number2,486,0,"봉투 number0개에는 number1개의 껌이 있습니다. name0이가 number2개의 봉투를 갖고 있을때, 총 몇 개의 껌이 있습니까?",1 27.0 18.0 ,남준 ,number1 * number2
"name0이는 number0개의 젤리를 받았고, name1는 number1개의 젤리를 받았습니다. 모은 젤리 한 사람당 number2개씩 나누어 줄 때, 총 몇 명에게 나누어 줄 수 있습니까?",( number0 + number1 ) / number2,2,0,"name0이는 number0개의 젤리를 받았고, name1는 number1개의 젤리를 받았습니다. 모은 젤리 한 사람당 number2개씩 나누어 줄 때, 총 몇 명에게 나누어 줄 수 있습니까?",11.0 5.0 8 ,윤기 지민 ,( number0 + number1 ) / number2
"name0는 number0개의 자두가 있습니다. name1가 name2에게 number1개의 자두를 줄 때, name3는 몇 개의 자두를 갖고 있습니까?",number0 - number1,23,0,"name0는 number0개의 자두가 있습니다. name1가 name2에게 number1개의 자두를 줄 때, name3는 몇 개의 자두를 갖고 있습니까?",75.0 52.0 ,민영 은지 ,number0 - number1
"name0는 number0원의 카메라를 샀고, number1원의 삼각대를 샀습니다. 그녀가 일주일에 number2원씩 지불 했다면, 몇 번 지불 해야합니까?",( number0 + number1 ) / number2,8,0,"name0는 number0원의 카메라를 샀고, number1원의 삼각대를 샀습니다. 그녀가 일주일에 number2원씩 지불 했다면, 몇 번 지불 해야합니까?",14.0 26.0 5.0 ,유나 ,( number0 + number1 ) / number2
name0이는 하루에 number0권의 책을 읽습니다. number1일동안 몇 권의 책을 읽습니까?,number0 * number1,15,0,name0이는 하루에 number0권의 책을 읽습니다. number1일동안 몇 권의 책을 읽습니까?,5.0 3.0 ,남준 ,number0 * number1
"name0는 number0개의 name1을 먹었고, number1개의 name2추를 먹었습니다. 그녀는 총 몇 개를 먹었습니까?",number0 + number1,37,0,"name0는 number0개의 name1을 먹었고, number1개의 name2추를 먹었습니다. 그녀는 총 몇 개를 먹었습니까?",22.0 15.0 ,유나 배 오이 배추 배 ,number0 + number1
"name0이는 올해 number0개의 name1을 샀습니다. name2은 number1개, 럭비공은 number2개를 샀습니다. name3이가 가진 공의 개수는 몇 개입니까?",number0 + number1 + number2,39,0,"name0이는 올해 number0개의 name1을 샀습니다. name2은 number1개, 럭비공은 number2개를 샀습니다. name3이가 가진 공의 개수는 몇 개입니까?",11.0 13.0 15.0 ,지민 배구공 탁구공 배 배 ,number0 + number1 + number2
name0이의 책상에 number0개의 노락색 색종이와 number1개의 name1 색종이가 있습니다. 하루에 number2개씩 색종이를 사용할 때 며칠동안 사용할 수 있습니까?,( number0 + number1 ) / number2,8,0,name0이의 책상에 number0개의 노락색 색종이와 number1개의 name1 색종이가 있습니다. 하루에 number2개씩 색종이를 사용할 때 며칠동안 사용할 수 있습니까?,4.0 44.0 6.0 ,정국 파란색 ,( number0 + number1 ) / number2
"name0이는 number0마리의 달팽이를 갖고 있습니다. 그는 number1마리를 분양했을 때, 몇 마리의 달팽이가 남아있습니까?",number0 - number1,7,0,"name0이는 number0마리의 달팽이를 갖고 있습니다. 그는 number1마리를 분양했을 때, 몇 마리의 달팽이가 남아있습니까?",10.0 3.0 ,호석 ,number0 - number1
"name0이는 number0원이 있습니다. 개구리를 사기 위해 number1원이 필요하다면, 얼마를 추가로 벌어야 합니까?",number1 - number0,13,0,"name0이는 number0원이 있습니다. 개구리를 사기 위해 number1원이 필요하다면, 얼마를 추가로 벌어야 합니까?",34.0 47.0 ,석진 ,number1 - number0
"name0이는 비디오 게임을 number0원에 샀습니다. 게임기를 number1원에 사고, number2원을 할인 받았습니다. 총 지불한 금액은 얼마입니까?",number0 + number1 - number2,46,0,"name0이는 비디오 게임을 number0원에 샀습니다. 게임기를 number1원에 사고, number2원을 할인 받았습니다. 총 지불한 금액은 얼마입니까?",14.0 36.0 4.0 ,민영 ,number0 + number1 - number2
name0이는 number0개의 name1과 number1개의 name2공을 샀습니다. 총 몇 개의 물건을 샀습니까?,number0 + number1,111421,0,name0이는 number0개의 name1과 number1개의 name2공을 샀습니다. 총 몇 개의 물건을 샀습니까?,61921.0 49500.0 ,태형 농구공 배구공 배 배 ,number0 + number1
